candidate_id,candidate_name,source_domain,primary_classification,business_goal,trigger,input,decision_or_work,output_or_completion,observed_independence,independence_evidence,artifact_role,artifact_candidate,classification_confidence,classification_rationale,evidence_refs,open_question
"05-06","仓储 / 履约方式选择","05 库存与供应链","BUSINESS_TASK","Select the warehouse or fulfillment mode appropriate to the business context.","A product or fulfillment setup requires a mode decision.","Product service cost capacity and available-mode constraints.","Evaluate alternatives and select a warehouse or fulfillment mode.","A fulfillment-mode decision is produced.","PARTIAL","independent mode-selection decision with a reusable downstream output","PRODUCES_BUSINESS_ARTIFACT","Fulfillment Mode Decision","MEDIUM","A recognizable independent mode-selection decision with a reusable downstream output supports independent work-unit identity; evidence remains bounded and no structural disposition is implied.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=05-06","What business event triggers reconsideration of an existing mode?"
"05-07","入仓 / 发货计划","05 库存与供应链","BUSINESS_TASK","Produce an inbound and shipping plan for inventory movement.","Inventory is approved or required for inbound movement.","Inventory quantities destinations timing and fulfillment constraints.","Plan inbound and shipping timing and quantities.","An inbound and shipping plan is ready for execution.","PARTIAL","recognizable logistics plan deliverable","PRODUCES_BUSINESS_ARTIFACT","Inbound and Shipping Plan","MEDIUM","A recognizable recognizable logistics plan deliverable supports independent work-unit identity; evidence remains bounded and no structural disposition is implied.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=05-07","Does the Candidate contain one plan or separate inbound and outbound planning work units?"
"05-08","库存调拨 / 多渠道库存同步","05 库存与供应链","UNCERTAIN","Move inventory and keep multi-channel inventory states aligned.","A transfer need or cross-channel state change occurs.","Inventory positions transfer requirements and channel states.","Plan or execute transfer and synchronize inventory states.","Potential transfer record and synchronized inventory state.","UNCERTAIN","Current evidence does not establish whether transfer and multi-channel synchronization are separate work units and which synchronization is automated.","UNKNOWN","Inventory Transfer or Synchronization Record","LOW","The Candidate could represent more than one allowed classification; whether transfer and multi-channel synchronization are separate work units and which synchronization is automated is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=05-08","What independent triggers outputs and owners distinguish inventory transfer from multi-channel synchronization?"
"05-09","物流 / 履约异常监控","05 库存与供应链","UNCERTAIN","Detect logistics or fulfillment anomalies that require attention.","A logistics-state change or monitoring threshold may occur.","Logistics and fulfillment status signals.","Monitor status and identify anomalies.","Potential logistics or fulfillment anomaly alert.","UNCERTAIN","Current evidence does not establish whether this is independent monitoring work an automated detection mechanism or a step before exception handling.","UNKNOWN","Logistics or Fulfillment Alert","LOW","The Candidate could represent more than one allowed classification; whether this is independent monitoring work an automated detection mechanism or a step before exception handling is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=05-09","Is anomaly monitoring independently owned and completed or produced automatically within another fulfillment workflow?"
"06-01","流量来源分析","06 流量与广告","ANALYSIS_DIMENSION","Examine traffic source as an input to broader business judgment.","A broader analysis or decision requires the traffic source dimension.","Available traffic-source observations.","Inspect and interpret traffic source.","A traffic-source finding for a broader traffic or advertising decision.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","HIGH","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-01|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"06-02","广告商品 / 投放机会选择","06 流量与广告","STEP","Select products or opportunities for a broader advertising workflow.","A campaign-planning process requires advertising candidates.","Product opportunity performance and campaign constraints.","Evaluate and select advertising products or opportunities.","An advertising candidate set is available to campaign planning.","NO","The Candidate is business-process dependent and its output primarily advances a broader workflow.","PRODUCES_BUSINESS_ARTIFACT","Advertising Candidate Set","HIGH","The wording describes an intermediate action whose trigger and completion depend on a broader business process.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-02|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TIKTOK-01","Which parent campaign-planning Business Task owns this selection step and why did the TikTok operator delete it?"
"06-03","广告创建 / Campaign 结构规划","06 流量与广告","BUSINESS_TASK","Create an advertising campaign structure suitable for execution.","An approved advertising objective requires campaign setup.","Advertising objective products audiences constraints and platform context.","Design the campaign structure and create its execution frame.","A recognizable Campaign Structure Plan or created campaign is produced.","PARTIAL","independent campaign-structure deliverable","PRODUCES_BUSINESS_ARTIFACT","Campaign Structure Plan","MEDIUM","BUSINESS_TASK is retained because campaign-structure planning has a recognizable decision and deliverable. Under V1.1 the independence signal is structural rather than directly observed, so classification confidence is MEDIUM.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-03|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","What separates business campaign-structure planning from platform-specific configuration steps?"
"06-04","Keyword / Search Term 优化","06 流量与广告","PLATFORM_EXECUTION_DETAIL","Implement keyword or search-term optimization through platform advertising mechanisms.","A parent advertising optimization task requires search-mechanism changes.","Search terms keywords performance signals and platform controls.","Adjust platform keyword or search-term configuration.","The relevant platform configuration is updated.","NO","The Candidate depends on a platform mechanism or platform-specific configuration surface.","NONE","","HIGH","The calibrated rule treats platform-mechanism-dependent operations as execution details rather than independent Business Tasks.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-04|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","Which parent Business Task owns this platform execution detail and what platform variants must it retain?"
"06-05","广告预算分配","06 流量与广告","STEP","Allocate budget within a broader advertising plan.","A campaign plan has a budget that must be distributed.","Available budget campaign objectives and performance constraints.","Decide allocation across campaign elements.","A budget allocation is available to the parent campaign plan.","NO","The Candidate is business-process dependent and its output primarily advances a broader workflow.","UNKNOWN","","HIGH","The wording describes an intermediate action whose trigger and completion depend on a broader business process.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-05|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","Which parent Business Task owns this step and consumes its output? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"06-06","Bid / 竞价调整","06 流量与广告","PLATFORM_EXECUTION_DETAIL","Implement bid changes through platform auction controls.","A parent advertising optimization task requires a bid intervention.","Approved bid direction performance signals and platform controls.","Adjust the platform bid setting.","The platform bid reaches the intended setting.","NO","The Candidate depends on a platform mechanism or platform-specific configuration surface.","NONE","","HIGH","The calibrated rule treats platform-mechanism-dependent operations as execution details rather than independent Business Tasks.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-06|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TIKTOK-01","Which parent advertising task owns bid changes and why did the TikTok operator delete this Candidate?"
"06-07","低效 / 无效流量处理","06 流量与广告","UNCERTAIN","Reduce low-value or invalid traffic.","A traffic-quality problem is detected; the exact independent trigger is not evidenced.","Traffic-quality evidence and available intervention options.","Diagnose or act on low-value traffic.","Potential traffic-treatment decision or platform action.","UNCERTAIN","Current evidence does not establish whether the Candidate denotes diagnosis a business decision a step or a platform-specific intervention.","UNKNOWN","Traffic Treatment Decision","MEDIUM","The Candidate could represent more than one allowed classification; whether the Candidate denotes diagnosis a business decision a step or a platform-specific intervention is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-07|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","What independent decision and completion state distinguish this from advertising diagnosis and platform execution?"
"06-08","广告表现诊断与优化","06 流量与广告","BUSINESS_TASK","Diagnose advertising performance and decide an optimization direction.","Advertising performance deviates from an objective or reaches a review point.","Campaign performance evidence objectives and constraints.","Diagnose performance and formulate optimization actions.","An Advertising Optimization Plan is produced.","PARTIAL","recognizable diagnosis and optimization-plan deliverable","PRODUCES_BUSINESS_ARTIFACT","Advertising Optimization Plan","MEDIUM","BUSINESS_TASK is retained because advertising diagnosis and optimization has a recognizable decision and deliverable. Under V1.1 the independence signal is structural rather than directly observed, so classification confidence is MEDIUM.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-08|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","Which downstream platform actions consume the optimization plan without becoming separate Business Tasks?"
"06-09","ROI / ROAS 复盘","06 流量与广告","ANALYSIS_DIMENSION","Examine ROI and ROAS outcome as an input to broader business judgment.","A broader analysis or decision requires the ROI and ROAS outcome dimension.","Campaign cost and return observations.","Inspect and interpret ROI and ROAS outcome.","An ROI or ROAS finding for broader advertising review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","HIGH","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=06-09|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#5","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"07-01","视频选题","07 内容与达人","UNCERTAIN","Choose video topics that serve a content objective.","A content need exists; independent initiation is not evidenced.","Business context product context and content signals.","Generate and select video topics.","Potential Video Topic Plan.","UNCERTAIN","Current evidence does not establish whether topic selection is a standalone planning task or a step within creative planning.","UNKNOWN","Video Topic Plan","MEDIUM","The Candidate could represent more than one allowed classification; whether topic selection is a standalone planning task or a step within creative planning is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-01|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What operator workflow or SOP evidence establishes whether topic selection is a standalone planning task or a step within creative planning?"
"07-02","Hook / 视频脚本策划","07 内容与达人","UNCERTAIN","Develop hooks and scripts for video content.","A content concept requires development; the exact work-unit boundary is not evidenced.","Product context audience context and creative direction.","Plan hooks and develop a video script.","Potential Hook Set or Video Script.","UNCERTAIN","Current evidence does not establish whether hook planning and script planning are one independent task or multiple workflow steps.","UNKNOWN","Video Script","MEDIUM","The Candidate could represent more than one allowed classification; whether hook planning and script planning are one independent task or multiple workflow steps is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-02|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What trigger deliverable owner and acceptance criteria distinguish hook planning from script development?"
"07-03","Storyboard / 拍摄方案设计","07 内容与达人","UNCERTAIN","Design a storyboard and shooting approach.","A script or creative concept may require production planning.","Script creative direction product context and production constraints.","Create storyboard and shooting-plan elements.","Potential Storyboard or Shooting Plan.","UNCERTAIN","Current evidence does not establish whether storyboard and shooting-plan design form one standalone work unit or separate dependent steps.","UNKNOWN","Storyboard or Shooting Plan","MEDIUM","The Candidate could represent more than one allowed classification; whether storyboard and shooting-plan design form one standalone work unit or separate dependent steps is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-03|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What operator workflow or SOP evidence establishes whether storyboard and shooting-plan design form one standalone work unit or separate dependent steps?"
"07-04","商品素材生产","07 内容与达人","BUSINESS_TASK","Produce product creative assets for downstream commerce use.","A product content or Listing need requests an asset.","Product context creative requirements and available production resources.","Create the required product visual asset.","A reviewable Product Creative Asset is delivered.","YES","explicit Temu AS-IS evidence and Amazon external-production evidence plus an independently recognizable asset deliverable","PRODUCES_BUSINESS_ARTIFACT","Product Creative Asset","HIGH","A recognizable explicit temu as-is evidence and amazon external-production evidence plus an independently recognizable asset deliverable supports independent work-unit identity; evidence remains bounded and no structural disposition is implied.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-04|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-AMAZON-04|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TEMU-03","What asset acceptance criteria and ownership boundaries apply across internal external and AI-enabled execution?"
"07-05","素材筛选 / 剪辑","07 内容与达人","UNCERTAIN","Prepare usable edited creative material.","Raw or candidate material exists; independent initiation is not evidenced.","Available creative materials and content requirements.","Select material and edit it.","Potential selected or edited creative asset.","UNCERTAIN","Current evidence does not establish whether material selection and editing are separate steps or an independently owned production task.","UNKNOWN","Edited Creative Asset","MEDIUM","The Candidate could represent more than one allowed classification; whether material selection and editing are separate steps or an independently owned production task is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-05|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What operator workflow or SOP evidence establishes whether material selection and editing are separate steps or an independently owned production task?"
"07-06","内容发布计划","07 内容与达人","UNCERTAIN","Plan content publication.","Content may be ready for publication; an independent trigger and owner are not evidenced.","Available content campaign context and timing constraints.","Decide publication timing sequence or channel.","Potential Content Publication Plan.","UNCERTAIN","Current evidence does not establish whether this is an independent planning deliverable or a step inside campaign or content operations.","UNKNOWN","Content Publication Plan","MEDIUM","The Candidate could represent more than one allowed classification; whether this is an independent planning deliverable or a step inside campaign or content operations is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-06|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What operator workflow or SOP evidence establishes whether this is an independent planning deliverable or a step inside campaign or content operations?"
"07-07","内容表现分析","07 内容与达人","UNCERTAIN","Evaluate content performance.","A content review point may occur; the independent task boundary is not evidenced.","Content performance observations and objectives.","Analyze content results.","Potential Content Performance Finding.","UNCERTAIN","Current evidence does not establish whether content analysis is a dimension a standalone diagnosis task or part of a broader performance review.","UNKNOWN","Content Performance Finding","MEDIUM","The Candidate could represent more than one allowed classification; whether content analysis is a dimension a standalone diagnosis task or part of a broader performance review is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-07|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What operator workflow or SOP evidence establishes whether content analysis is a dimension a standalone diagnosis task or part of a broader performance review?"
"07-08","爆款内容结构拆解","07 内容与达人","UNCERTAIN","Understand structures associated with high-performing content.","A creative research need may arise; independent initiation is not evidenced.","High-performing content samples and structural observations.","Decompose and interpret content structure.","Potential High-performing Content Structure Analysis.","UNCERTAIN","Current evidence does not establish whether structural decomposition is an analysis dimension a research step or a standalone task.","UNKNOWN","Content Structure Analysis","MEDIUM","The Candidate could represent more than one allowed classification; whether structural decomposition is an analysis dimension a research step or a standalone task is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-08|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6","What operator workflow or SOP evidence establishes whether structural decomposition is an analysis dimension a research step or a standalone task?"
"07-09","达人发现","07 内容与达人","STEP","Supply creator candidates to a broader creator-collaboration workflow.","A creator-operation workflow requires potential creators.","Available creator signals and collaboration context.","Identify possible creators.","A creator candidate pool is available for screening.","NO","The Candidate is business-process dependent and its output primarily advances a broader workflow.","PRODUCES_BUSINESS_ARTIFACT","Creator Candidate Pool","HIGH","The wording describes an intermediate action whose trigger and completion depend on a broader business process.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-09|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-AMAZON-03|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TEMU-02","Which parent Creator Operations task owns discovery and how does that vary by company operating model?"
"07-10","达人筛选","07 内容与达人","STEP","Narrow creator candidates to a collaboration shortlist.","A creator-operation workflow has an unscreened candidate pool.","Creator candidates and collaboration criteria.","Evaluate and filter creator candidates.","A creator shortlist is available to the parent workflow.","NO","The Candidate is business-process dependent and its output primarily advances a broader workflow.","PRODUCES_BUSINESS_ARTIFACT","Creator Shortlist","HIGH","The wording describes an intermediate action whose trigger and completion depend on a broader business process.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-10|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-AMAZON-03|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TEMU-02","Which parent Business Task owns this step and consumes its output?"
"07-11","达人邀约 / 合作管理","07 内容与达人","UNCERTAIN","Initiate and manage creator collaboration.","A creator has been selected; the lifecycle boundary is not evidenced.","Creator shortlist collaboration terms and campaign context.","Invite creators and manage collaboration activity.","Potential collaboration agreement or managed collaboration state.","UNCERTAIN","Current evidence does not establish whether invitation and ongoing collaboration management are one task or multiple lifecycle work units.","UNKNOWN","Creator Collaboration Record","MEDIUM","The Candidate could represent more than one allowed classification; whether invitation and ongoing collaboration management are one task or multiple lifecycle work units is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-11|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-AMAZON-03|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TEMU-02","What independently recognizable triggers completions and owners separate invitation from ongoing collaboration management?"
"07-12","寄样 / Commission 管理","07 内容与达人","UNCERTAIN","Coordinate samples and commission arrangements for creator collaboration.","A collaboration may require fulfillment or compensation setup; the work-unit boundary is not evidenced.","Creator collaboration context sample requirements and commission terms.","Coordinate sample sending and commission settings or decisions.","Potential sample record or commission arrangement.","UNCERTAIN","Current evidence does not establish whether sample handling and commission management are distinct tasks steps or platform details.","UNKNOWN","Sample or Commission Record","MEDIUM","The Candidate could represent more than one allowed classification; whether sample handling and commission management are distinct tasks steps or platform details is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-12|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-AMAZON-03|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TEMU-02","What separate triggers outputs and owners exist for sample handling and commission management?"
"07-13","LIVE 策划与复盘","07 内容与达人","UNCERTAIN","Plan and review LIVE commerce activity.","A LIVE initiative or completed session may trigger work; the Candidate combines different lifecycle phases.","LIVE objectives operating context and performance observations.","Plan a LIVE activity and review its outcome.","Potential LIVE Plan and LIVE Review.","UNCERTAIN","Current evidence does not establish whether planning and retrospective review are separate independently bounded tasks.","UNKNOWN","LIVE Plan or Review","MEDIUM","The Candidate could represent more than one allowed classification; whether planning and retrospective review are separate independently bounded tasks is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=07-13|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#6|../round_1/02_ROUND_1_OPERATOR_EVIDENCE.md#R1-TIKTOK-01","What are the separate triggers decisions outputs and owners for LIVE planning and LIVE review and why was this Candidate deleted in TikTok review?"
"08-01","订单异常处理","08 订单与售后","BUSINESS_TASK","Resolve an order exception to a recognizable terminal or escalated state.","An order exception occurs.","Order state exception details and applicable constraints.","Investigate the exception and decide or perform the resolution.","The exception is resolved rejected completed or escalated.","PARTIAL","The exception trigger and terminal-state structure strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","NONE","","MEDIUM","BUSINESS_TASK is retained from holdout validation because the event-bounded exception and recognizable terminal state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation; the state change is not a separate Business Artifact.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-01|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","What additional operator or SOP evidence confirms the trigger owner and completion boundary across operating contexts?"
"08-02","取消订单处理","08 订单与售后","BUSINESS_TASK","Resolve a cancellation request and update the order state.","A cancellation request is received.","Order state request details and applicable constraints.","Evaluate and process the cancellation.","The request is cancelled rejected completed or escalated.","PARTIAL","The cancellation request and order-state transition strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","NONE","","MEDIUM","BUSINESS_TASK is retained from holdout validation because the external request and recognizable terminal state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation; the state change is not a separate Business Artifact.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-02|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","What additional operator or SOP evidence confirms the trigger owner and completion boundary across operating contexts?"
"08-03","发货异常处理","08 订单与售后","BUSINESS_TASK","Resolve a shipping exception to a recognizable state.","A shipping exception occurs.","Shipment state exception details and available resolution options.","Investigate and process the shipping exception.","The exception is resolved completed or escalated.","PARTIAL","The shipping exception and resolution-state structure strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","NONE","","MEDIUM","BUSINESS_TASK is retained from holdout validation because the event-bounded exception and recognizable terminal state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation; the state change is not a separate Business Artifact.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-03|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","What additional operator or SOP evidence confirms the trigger owner and completion boundary across operating contexts?"
"08-04","物流咨询 / 物流异常处理","08 订单与售后","UNCERTAIN","Respond to logistics inquiries and resolve logistics exceptions.","A logistics inquiry or exception occurs.","Message shipment state and exception details.","Answer the inquiry or investigate and resolve the exception.","Potential response or resolved exception state.","UNCERTAIN","Current evidence does not establish whether inquiry handling and exception resolution are separate work units with different goals decisions and completion states.","UNKNOWN","Logistics Inquiry or Exception Case","MEDIUM","The Candidate could represent more than one allowed classification; whether inquiry handling and exception resolution are separate work units with different goals decisions and completion states is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-04|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","Do logistics inquiry and logistics exception handling have distinct triggers decisions outputs and owners for later boundary analysis?"
"08-05","退货处理","08 订单与售后","BUSINESS_TASK","Resolve a return request to a recognizable state.","A return request is received.","Order item return reason policy and state.","Evaluate and process the return.","The return is accepted rejected completed or escalated.","PARTIAL","The return request and state transition strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","NONE","","MEDIUM","BUSINESS_TASK is retained from holdout validation because the external request and recognizable terminal state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation; the state change is not a separate Business Artifact.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-05|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","What additional operator or SOP evidence confirms the trigger owner and completion boundary across operating contexts?"
"08-06","退款处理","08 订单与售后","BUSINESS_TASK","Resolve a refund request and update the financial or order state.","A refund request is received.","Order payment reason policy and current state.","Evaluate and process the refund.","The refund is approved rejected refunded completed or escalated.","PARTIAL","The refund request and state transition strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","NONE","","MEDIUM","BUSINESS_TASK is retained from holdout validation because the external request and recognizable terminal state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation; the state change is not a separate Business Artifact.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-06|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","What additional operator or SOP evidence confirms the trigger owner and completion boundary across operating contexts?"
"08-07","客户咨询 / 消息处理","08 订单与售后","BUSINESS_TASK","Resolve a customer inquiry with a recognizable response or escalation.","A customer inquiry or message is received.","Customer message order or product context and applicable guidance.","Interpret the inquiry and provide or route the response.","The inquiry is answered completed or escalated.","PARTIAL","The customer inquiry and response-state structure strongly imply independence but no direct operator SOP workflow or operational-artifact evidence establishes standalone identity.","NONE","","MEDIUM","BUSINESS_TASK is retained from holdout validation because the external inquiry and recognizable response state are strong signals. V1.1 requires PARTIAL / MEDIUM without direct AS-IS observation; the state change is not a separate Business Artifact.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-07|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","What additional operator or SOP evidence confirms the trigger owner and completion boundary across operating contexts?"
"08-08","差评 / 投诉处理","08 订单与售后","UNCERTAIN","Respond to negative reviews and complaints.","A negative review or complaint occurs.","Review or complaint content customer and order context.","Assess and respond or resolve.","Potential response complaint resolution or escalation.","UNCERTAIN","Current evidence does not establish whether negative-review response and complaint case handling are separate work units with different completion states.","UNKNOWN","Negative Review or Complaint Record","MEDIUM","The Candidate could represent more than one allowed classification; whether negative-review response and complaint case handling are separate work units with different completion states is not observably established.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=08-08|01_ROUND_2A_CLASSIFICATION_CALIBRATION_RECORD.md#8","Do negative-review handling and complaint handling have distinct triggers decisions outputs and owners for later boundary analysis?"
"09-01","GMV / 销售额分析","09 经营分析","ANALYSIS_DIMENSION","Examine GMV and sales amount as an input to broader business judgment.","A broader analysis or decision requires the GMV and sales amount dimension.","Observed sales and GMV measures.","Inspect and interpret GMV and sales amount.","A GMV or sales finding for broader operating review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-01","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
"09-02","销量趋势分析","09 经营分析","ANALYSIS_DIMENSION","Examine sales-volume trend as an input to broader business judgment.","A broader analysis or decision requires the sales-volume trend dimension.","Sales-volume observations across the review period.","Inspect and interpret sales-volume trend.","A sales-trend finding for broader operating review.","NO","The Candidate wording identifies what is examined rather than an independently evidenced work unit.","UNKNOWN","","MEDIUM","Under the calibrated guidance this is primarily an analysis dimension; independent trigger owner and completion evidence are absent.","SOURCE_IDENTITY:../round_1/01_ROUND_1_REVIEWED_TASK_INVENTORY.csv#candidate_id=09-02","Which broader Business Task consumes this analytical dimension? What evidence shows that the output persists is handed off or is independently reused as a stable Business Artifact?"
