candidate_id,domain_id,domain_name,candidate_task_name,platform,initial_applicability,as_is_status,review_status,review_confidence,execution_owner,execution_mechanism,structure_flag,operator_note,analyst_note,round2_question,evidence_ref
"06-05","06","流量与广告","广告预算分配","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-05","06","流量与广告","广告预算分配","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-06","06","流量与广告","Bid / 竞价调整","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-06","06","流量与广告","Bid / 竞价调整","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-06","06","流量与广告","Bid / 竞价调整","TikTok Shop","YES","UNCERTAIN","EXPLICITLY_REVIEWED","HIGH","UNKNOWN","UNKNOWN","REMOVE_CANDIDATE","Operator deleted this Candidate during review.","The deletion action is explicit but its structural reason is unknown; no removal was executed in Round 1.","Does the deletion mean non-applicability duplication automation outsourcing role separation or a genuine removal candidate?","R1-TIKTOK-01"
"06-07","06","流量与广告","低效 / 无效流量处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-07","06","流量与广告","低效 / 无效流量处理","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-07","06","流量与广告","低效 / 无效流量处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-08","06","流量与广告","广告表现诊断与优化","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-08","06","流量与广告","广告表现诊断与优化","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-08","06","流量与广告","广告表现诊断与优化","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-09","06","流量与广告","ROI / ROAS 复盘","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-09","06","流量与广告","ROI / ROAS 复盘","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"06-09","06","流量与广告","ROI / ROAS 复盘","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-01","07","内容与达人","视频选题","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-01","07","内容与达人","视频选题","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-01","07","内容与达人","视频选题","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-02","07","内容与达人","Hook / 视频脚本策划","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-02","07","内容与达人","Hook / 视频脚本策划","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-02","07","内容与达人","Hook / 视频脚本策划","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-03","07","内容与达人","Storyboard / 拍摄方案设计","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-03","07","内容与达人","Storyboard / 拍摄方案设计","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-03","07","内容与达人","Storyboard / 拍摄方案设计","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-04","07","内容与达人","商品素材生产","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","EXTERNAL_PERSONNEL","UNKNOWN","MOVE_CANDIDATE","Domain-level evidence only: brand-promotion and influencer-shot videos exist and are usually completed by overseas personnel; this is not item-level confirmation.","Potential Creative Production activity; external execution remains AS-IS work and exact placement is unresolved.","Should product asset production move from the mixed Content and Creator domain into Creative Production while retaining lineage?","R1-AMAZON-04"
"07-04","07","内容与达人","商品素材生产","Temu","YES","PERFORMED","EXPLICITLY_REVIEWED","HIGH","UNKNOWN","AI_ENABLED","MOVE_CANDIDATE","Operator reported AI product display image production in AS-IS work.","This directly supports product asset and Creative Production activity; exact domain placement remains open.","Should product asset production move from the mixed Content and Creator domain into Creative Production while retaining lineage?","R1-TEMU-03"
"07-04","07","内容与达人","商品素材生产","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-05","07","内容与达人","素材筛选 / 剪辑","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-05","07","内容与达人","素材筛选 / 剪辑","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-05","07","内容与达人","素材筛选 / 剪辑","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-06","07","内容与达人","内容发布计划","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-06","07","内容与达人","内容发布计划","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-06","07","内容与达人","内容发布计划","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-07","07","内容与达人","内容表现分析","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-07","07","内容与达人","内容表现分析","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-07","07","内容与达人","内容表现分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-08","07","内容与达人","爆款内容结构拆解","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-08","07","内容与达人","爆款内容结构拆解","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-08","07","内容与达人","爆款内容结构拆解","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-09","07","内容与达人","达人发现","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style high-frequency creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related activity is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-AMAZON-03"
"07-09","07","内容与达人","达人发现","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related capability or external work is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-TEMU-02"
"07-09","07","内容与达人","达人发现","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-10","07","内容与达人","达人筛选","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style high-frequency creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related activity is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-AMAZON-03"
"07-10","07","内容与达人","达人筛选","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related capability or external work is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-TEMU-02"
"07-10","07","内容与达人","达人筛选","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-11","07","内容与达人","达人邀约 / 合作管理","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style high-frequency creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related activity is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-AMAZON-03"
"07-11","07","内容与达人","达人邀约 / 合作管理","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related capability or external work is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-TEMU-02"
"07-11","07","内容与达人","达人邀约 / 合作管理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-12","07","内容与达人","寄样 / Commission 管理","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style high-frequency creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related activity is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-AMAZON-03"
"07-12","07","内容与达人","寄样 / Commission 管理","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","Domain-level evidence only: the operator does not undertake TikTok-style creator operations; this is not item-level confirmation.","This may be a platform or company operating-model variant and does not prove that creator-related capability or external work is absent.","Is this Candidate not performed in the reviewed company context or handled by another role vendor agency or operating model?","R1-TEMU-02"
"07-12","07","内容与达人","寄样 / Commission 管理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-13","07","内容与达人","LIVE 策划与复盘","Amazon","NO","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-13","07","内容与达人","LIVE 策划与复盘","Temu","NO","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"07-13","07","内容与达人","LIVE 策划与复盘","TikTok Shop","YES","UNCERTAIN","EXPLICITLY_REVIEWED","HIGH","UNKNOWN","UNKNOWN","REMOVE_CANDIDATE","Operator deleted this Candidate during review.","The deletion action is explicit but its structural reason is unknown; no removal was executed in Round 1.","Does the deletion mean non-applicability duplication automation outsourcing role separation or a genuine removal candidate?","R1-TIKTOK-01"
"08-01","08","订单与售后","订单异常处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-01","08","订单与售后","订单异常处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-01","08","订单与售后","订单异常处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-02","08","订单与售后","取消订单处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-02","08","订单与售后","取消订单处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-02","08","订单与售后","取消订单处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-03","08","订单与售后","发货异常处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-03","08","订单与售后","发货异常处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-03","08","订单与售后","发货异常处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-04","08","订单与售后","物流咨询 / 物流异常处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-04","08","订单与售后","物流咨询 / 物流异常处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-04","08","订单与售后","物流咨询 / 物流异常处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-05","08","订单与售后","退货处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-05","08","订单与售后","退货处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-05","08","订单与售后","退货处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-06","08","订单与售后","退款处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-06","08","订单与售后","退款处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-06","08","订单与售后","退款处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-07","08","订单与售后","客户咨询 / 消息处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-07","08","订单与售后","客户咨询 / 消息处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-07","08","订单与售后","客户咨询 / 消息处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-08","08","订单与售后","差评 / 投诉处理","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-08","08","订单与售后","差评 / 投诉处理","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"08-08","08","订单与售后","差评 / 投诉处理","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-01","09","经营分析","GMV / 销售额分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-01","09","经营分析","GMV / 销售额分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-01","09","经营分析","GMV / 销售额分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-02","09","经营分析","销量趋势分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-02","09","经营分析","销量趋势分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-02","09","经营分析","销量趋势分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-03","09","经营分析","流量分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-03","09","经营分析","流量分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-03","09","经营分析","流量分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-04","09","经营分析","转化率分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-04","09","经营分析","转化率分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-04","09","经营分析","转化率分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-05","09","经营分析","利润 / 贡献毛利分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-05","09","经营分析","利润 / 贡献毛利分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-05","09","经营分析","利润 / 贡献毛利分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-06","09","经营分析","商品表现分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-06","09","经营分析","商品表现分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-06","09","经营分析","商品表现分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-07","09","经营分析","广告表现分析","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-07","09","经营分析","广告表现分析","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-07","09","经营分析","广告表现分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-08","09","经营分析","内容 / 达人表现分析","Amazon","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-08","09","经营分析","内容 / 达人表现分析","Temu","PARTIAL","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-08","09","经营分析","内容 / 达人表现分析","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-09","09","经营分析","经营异常诊断","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-09","09","经营分析","经营异常诊断","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"09-09","09","经营分析","经营异常诊断","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-01","10","店铺治理与合规","Account / Shop Health 监控","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-01","10","店铺治理与合规","Account / Shop Health 监控","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-01","10","店铺治理与合规","Account / Shop Health 监控","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-02","10","店铺治理与合规","违规风险识别","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-02","10","店铺治理与合规","违规风险识别","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-02","10","店铺治理与合规","违规风险识别","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-03","10","店铺治理与合规","违规申诉","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-03","10","店铺治理与合规","违规申诉","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-03","10","店铺治理与合规","违规申诉","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-04","10","店铺治理与合规","商品合规审查","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-04","10","店铺治理与合规","商品合规审查","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-04","10","店铺治理与合规","商品合规审查","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-05","10","店铺治理与合规","知识产权 / 品牌风险检查","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-05","10","店铺治理与合规","知识产权 / 品牌风险检查","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-05","10","店铺治理与合规","知识产权 / 品牌风险检查","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-06","10","店铺治理与合规","店铺绩效 / 服务指标监控","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-06","10","店铺治理与合规","店铺绩效 / 服务指标监控","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-06","10","店铺治理与合规","店铺绩效 / 服务指标监控","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-07","10","店铺治理与合规","结算 / 平台费用异常检查","Amazon","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-07","10","店铺治理与合规","结算 / 平台费用异常检查","Temu","YES","UNCERTAIN","PARTIALLY_REVIEWED","MEDIUM","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
"10-07","10","店铺治理与合规","结算 / 平台费用异常检查","TikTok Shop","YES","UNCERTAIN","NOT_REVIEWED","LOW","UNKNOWN","UNKNOWN","UNKNOWN","","","",""
